datetime,atp,wtp
03-15-2013 0600,18.1,21.2
03-15-2013 0700,17.8,21.1
03-15-2013 0800,17.3,21
03-15-2013 0900,17.6,20.9
03-15-2013 1000,17.8,20.8
03-15-2013 1100,17.4,20.7
03-15-2013 1200,17.1,20.6
03-15-2013 1300,17,20.3
03-15-2013 1400,18.4,20.2
03-15-2013 1500,19.5,20.4
03-15-2013 1600,20.2,20.8
03-15-2013 1700,20.7,21.3
03-15-2013 1800,20.9,21.4
03-15-2013 1900,21.2,22.3
03-15-2013 2000,21.3,22.8
03-15-2013 2100,21.1,23.1
03-15-2013 2200,20.9,23.3
03-15-2013 2300,20.6,23.3
03-16-2013 0000,19.9,23.1
03-16-2013 0100,19.3,22.7
03-16-2013 0200,18.9,22.5
03-16-2013 0300,18.9,22.2
03-16-2013 0400,18.9,22
03-16-2013 0500,18.7,21.8
03-16-2013 0600,18.5,21.7
03-16-2013 0700,18.7,21.6
03-16-2013 0800,18.6,21.5
03-16-2013 0900,18.7,21.3
03-16-2013 1000,18.7,21.1
03-16-2013 1100,18.7,21
03-16-2013 1200,18.7,20.9
03-16-2013 1300,18.8,20.8
03-16-2013 1400,19.3,20.7
03-16-2013 1500,20.1,20.8
03-16-2013 1600,20.8,21.1
03-16-2013 1700,21.5,21.5
03-16-2013 1800,22,22.2
03-16-2013 1900,21.7,22.6
03-16-2013 2000,22,23.1
03-16-2013 2100,21.6,23.1
03-16-2013 2200,21.3,23.1
03-16-2013 2300,20.9,23
03-17-2013 0000,20.4,22.8
03-17-2013 0100,20.1,22.6
03-17-2013 0200,20,22.3
03-17-2013 0300,19.9,22.1
03-17-2013 0400,19.8,21.9
03-17-2013 0500,19.8,21.8
03-17-2013 0600,19.7,21.7
03-17-2013 0700,19.9,21.7
03-17-2013 0800,19.4,21.6
03-17-2013 0900,19.5,21.5
03-17-2013 1000,19.3,21.5
03-17-2013 1100,19,21.4
03-17-2013 1200,19.1,21.3
03-17-2013 1300,19.3,21.2
03-17-2013 1400,20.4,21.3
03-17-2013 1500,21.1,21.5
03-17-2013 1600,21.7,21.7
03-17-2013 1700,22,21.9
03-17-2013 1800,22.5,22.3
03-17-2013 1900,22.8,23.3
03-17-2013 2000,22.9,23.6
03-17-2013 2100,22.7,24.2
03-17-2013 2200,22.4,24.4
03-17-2013 2300,22,24.3
03-18-2013 0000,21.3,24.3
03-18-2013 0100,21,24.2
03-18-2013 0200,20.8,24
03-18-2013 0300,20.5,23.8
03-18-2013 0400,20.6,23.6
03-18-2013 0500,20.5,23.4
03-18-2013 0600,20.5,23.3
03-18-2013 0700,20.4,23.3
03-18-2013 0800,20.5,23.2
03-18-2013 0900,20.1,23.1
03-18-2013 1000,19.8,23
03-18-2013 1100,20.2,22.9
03-18-2013 1200,20.3,22.8
03-18-2013 1300,19.8,22.7
03-18-2013 1400,20.6,22.7
03-18-2013 1500,21,22.6
03-18-2013 1600,21.5,22.6
03-18-2013 1700,21.7,22.9
03-18-2013 1800,21.6,23.2
03-18-2013 1900,22,23.7
03-18-2013 2000,22.7,24.2
03-18-2013 2100,23,24.4
03-18-2013 2200,23,24.7
03-18-2013 2300,22.6,25.1
03-19-2013 0000,21.6,25.4
03-19-2013 0100,20.6,25.4
03-19-2013 0200,20.5,25.2
03-19-2013 0300,19,25
03-19-2013 0400,18.7,24.6
03-19-2013 0500,19.9,24.3
03-19-2013 0600,19.5,24.2
03-19-2013 0700,19.5,24.1
03-19-2013 0800,19.9,24.2
03-19-2013 0900,19.9,24.2
03-19-2013 1000,20.4,24.1
03-19-2013 1100,21,23.8
03-19-2013 1200,19.7,23.6
03-19-2013 1300,19.7,23.5
03-19-2013 1400,19.9,23.3
03-19-2013 1500,19.5,23.1
03-19-2013 1600,19.7,23.2
03-19-2013 1700,22.2,23.4
03-19-2013 1800,22.8,23.8
03-19-2013 1900,22.9,24.4
03-19-2013 2000,22.5,24.9
03-19-2013 2100,22.3,25.1
03-19-2013 2200,22.1,25.4
03-19-2013 2300,21.9,25.4
03-20-2013 0000,21.3,25.3
03-20-2013 0100,21,25.4
03-20-2013 0200,21,25.5
03-20-2013 0300,20.7,25.3
03-20-2013 0400,20.8,25.1
03-20-2013 0500,20.9,25
03-20-2013 0600,20.8,24.9
03-20-2013 0700,20.7,24.7
03-20-2013 0800,20.6,24.5
03-20-2013 0900,20.4,24.4
03-20-2013 1000,19.8,24.2
03-20-2013 1100,19.7,24
03-20-2013 1200,20.5,23.6
03-20-2013 1300,18.9,23.2
03-20-2013 1400,19.1,22.6
03-20-2013 1500,19.5,22
03-20-2013 1600,19.6,21.9
03-20-2013 1700,19.8,22.1
03-20-2013 1800,19.6,22.5
03-20-2013 1900,19.8,22.9
03-20-2013 2000,20.3,23.4
03-20-2013 2100,20.7,23.7
03-20-2013 2200,19.9,24
03-20-2013 2300,19,24
03-21-2013 0000,19,24
03-21-2013 0100,18.3,23.5
03-21-2013 0200,18,23.2
03-21-2013 0300,17.9,23
03-21-2013 0400,18.3,22.7
03-21-2013 0500,18.3,22.5
03-21-2013 0600,18,22.3
03-21-2013 0700,18.4,22.1
03-21-2013 0800,18.5,21.9
03-21-2013 0900,18.8,21.6
03-21-2013 1000,18.6,21.5
03-21-2013 1100,18.5,21.4
03-21-2013 1200,18.7,21.3
03-21-2013 1300,19,21.4
03-21-2013 1400,19.9,21.5
03-21-2013 1500,20.7,21.7
03-21-2013 1600,21.1,21.7
03-21-2013 1700,21.3,21.8
03-21-2013 1800,21.1,22
03-21-2013 1900,20.9,22.2
03-21-2013 2000,21.1,22.2
03-21-2013 2100,21.2,22.2
03-21-2013 2200,21,22.3
03-21-2013 2300,20.9,22.4
03-22-2013 0000,20.8,22.5
03-22-2013 0100,20.6,22.5
03-22-2013 0200,20.6,22.5
03-22-2013 0300,20.8,22.5
03-22-2013 0400,20.8,22.3
03-22-2013 0500,20.7,22.3
03-22-2013 0600,20.4,22.2
03-22-2013 0700,20.4,22.2
03-22-2013 0800,20.4,22.2
03-22-2013 0900,20.5,22.2
03-22-2013 1000,20.8,22.2
03-22-2013 1100,21,22.2
03-22-2013 1200,21,22.2
03-22-2013 1300,21,22.2
03-22-2013 1400,20.9,22.2
03-22-2013 1500,21.1,22.2
03-22-2013 1600,21.8,22.3
03-22-2013 1700,22.3,22.4
03-22-2013 1800,22.8,22.7
03-22-2013 1900,22.7,23
03-22-2013 2000,22.8,23.4
03-22-2013 2100,23,23.6
03-22-2013 2200,23,24
03-22-2013 2300,22.2,24.1
03-23-2013 0000,22.2,23.8
03-23-2013 0100,21.1,23.8
03-23-2013 0200,21.1,24
03-23-2013 0300,21,24.4
03-23-2013 0400,20.8,24.7
03-23-2013 0500,21.1,24.7
03-23-2013 0600,21,24.6
03-23-2013 0700,20.9,24.4
03-23-2013 0800,20.8,24.2
03-23-2013 0900,20.6,24.1
03-23-2013 1000,20.8,23.9
03-23-2013 1100,20.7,23.7
03-23-2013 1200,20.9,23.4
03-23-2013 1300,20.5,23.1
03-23-2013 1400,20.8,23.3
03-23-2013 1500,21.2,23.4
03-23-2013 1600,21.4,23.5
03-23-2013 1700,21.8,23.8
03-23-2013 1800,23.7,24.3
03-23-2013 1900,24,24.5
03-23-2013 2000,22.2,25.1
03-23-2013 2100,22.8,25.5
03-23-2013 2200,22.6,25.6
03-23-2013 2300,21.3,25.7
03-24-2013 0000,19.8,25.7
03-24-2013 0100,19.6,25.7
03-24-2013 0200,18.9,25.6
03-24-2013 0300,18.8,25.5
03-24-2013 0400,18.3,25.4
03-24-2013 0500,18.4,25.2
03-24-2013 0600,18.2,24.9
03-24-2013 0700,18.4,24.7
03-24-2013 0800,19.1,24.5
03-24-2013 0900,19.6,24.3
03-24-2013 1000,19.2,24.1
03-24-2013 1100,18,24
03-24-2013 1200,19.3,23.8
03-24-2013 1300,17.7,23.3
03-24-2013 1400,17.2,23
03-24-2013 1500,17,22.8
03-24-2013 1600,16.3,22.4
03-24-2013 1700,16.7,22.1
03-24-2013 1800,16.7,22.1
03-24-2013 1900,17.5,22.1
03-24-2013 2000,18.1,22.2
03-24-2013 2100,18.3,22.2
03-24-2013 2200,18.9,21.9
03-24-2013 2300,18.4,21.6
03-25-2013 0000,18.6,21.1
03-25-2013 0100,18.2,20.7
03-25-2013 0200,17.8,20.2
03-25-2013 0300,16.2,19.8
03-25-2013 0400,15.7,19.3
03-25-2013 0500,14.8,18.9
03-25-2013 0600,14.4,18.4
03-25-2013 0700,13.4,17.9
03-25-2013 0800,12.8,17.4
03-25-2013 0900,12.6,16.9
03-25-2013 1000,12.2,16.4
03-25-2013 1100,11.9,16.2
03-25-2013 1200,11.8,15.6
03-25-2013 1300,11.6,15.6
03-25-2013 1400,11.7,15.4
03-25-2013 1500,12.5,15.6
03-25-2013 1600,12.2,15.1
03-25-2013 1700,12.2,15.4
03-25-2013 1800,12.9,15.6
03-25-2013 1900,13,16
03-25-2013 2000,13.1,16.5
03-25-2013 2100,13.6,17
03-25-2013 2200,13.7,17.3
03-25-2013 2300,13.9,17.5
03-26-2013 0000,14.1,17.5
03-26-2013 0100,13.6,17.7
03-26-2013 0200,13.9,17.6
03-26-2013 0300,13.9,17.4
03-26-2013 0400,14,17.3
03-26-2013 0500,14.2,17.2
03-26-2013 0600,14.2,16.9
03-26-2013 0700,14.3,16.7
03-26-2013 0800,14.1,16.5
03-26-2013 0900,14.1,16.1
03-26-2013 1000,13.9,16
03-26-2013 1100,13.8,15.8
03-26-2013 1200,13.3,16
03-26-2013 1300,13.7,16
03-26-2013 1400,14.5,15.9
03-26-2013 1500,14.7,15.7
03-26-2013 1600,15.1,15.6
03-26-2013 1700,15.2,15.8
03-26-2013 1800,15.5,16.4
03-26-2013 1900,15.4,16.7
03-26-2013 2000,15.3,17.1
03-26-2013 2100,14.7,17.4
03-26-2013 2200,14.9,17.7
03-26-2013 2300,14.8,18
03-27-2013 0000,14.9,17.9
03-27-2013 0100,14.1,17.8
03-27-2013 0200,14,17.9
03-27-2013 0300,14.2,17.7
03-27-2013 0400,14.5,17.6
03-27-2013 0500,14.4,17.4
03-27-2013 0600,14.3,17.1
03-27-2013 0700,14.6,16.9
03-27-2013 0800,14.6,16.7
03-27-2013 0900,14.4,16.6
03-27-2013 1000,14.7,16.5
03-27-2013 1100,15.2,16.4
03-27-2013 1200,15.6,16.3
03-27-2013 1300,16.2,16.2
03-27-2013 1400,16.4,16.2
03-27-2013 1500,16.8,16.1
03-27-2013 1600,17.3,16.1
03-27-2013 1700,17.5,16.3
03-27-2013 1800,17.9,16.4
03-27-2013 1900,18,16.7
03-27-2013 2000,18,16.8
03-27-2013 2100,18.2,17
03-27-2013 2200,18.1,17.1
03-27-2013 2300,18.2,17.3
03-28-2013 0000,18.2,17.4
03-28-2013 0100,18.1,17.5
03-28-2013 0200,18.1,17.5
03-28-2013 0300,18.2,17.5
03-28-2013 0400,18.3,17.5
03-28-2013 0500,18.1,17.5
03-28-2013 0600,18.3,17.5
03-28-2013 0700,18.2,17.4
03-28-2013 0800,18.2,17.4
03-28-2013 0900,18.2,17.4
03-28-2013 1000,18.1,17.4
03-28-2013 1100,18.2,17.4
03-28-2013 1200,18.2,17.4
03-28-2013 1300,18.5,17.3
03-28-2013 1400,19.2,17.3
03-28-2013 1500,20.7,17.4
03-28-2013 1600,20.9,17.7
03-28-2013 1700,20.8,18.2
03-28-2013 1800,20.4,18.7
03-28-2013 1900,21.3,18.9
03-28-2013 2000,21,19.2
03-28-2013 2100,20.6,19.4
03-28-2013 2200,20.3,19.5
03-28-2013 2300,20.4,19.6
03-29-2013 0000,19.9,19.7
03-29-2013 0100,19.2,19.8
03-29-2013 0200,19.1,19.8
03-29-2013 0300,18.5,19.8
03-29-2013 0400,18.1,19.7
03-29-2013 0500,17.8,19.7
03-29-2013 0600,18.2,19.6
03-29-2013 0700,18.6,19.5
03-29-2013 0800,18.6,19.4
03-29-2013 0900,18.6,19.3
03-29-2013 1000,17.9,19.3
03-29-2013 1100,18.2,19.2
03-29-2013 1200,18.4,19
03-29-2013 1300,18.7,18.9
03-29-2013 1400,19.9,18.9
03-29-2013 1500,21.4,19.2
03-29-2013 1600,21.8,19.5
03-29-2013 1700,21.8,19.8
03-29-2013 1800,22.2,20.2
03-29-2013 1900,22.2,21
03-29-2013 2000,22.1,21.5
03-29-2013 2100,22.1,22.1
03-29-2013 2200,22.4,22.2
03-29-2013 2300,21.5,22.4
03-30-2013 0000,20.5,22.5
03-30-2013 0100,20.1,22.4
03-30-2013 0200,20.1,22.4
03-30-2013 0300,20.2,22.5
03-30-2013 0400,20.1,22.2
03-30-2013 0500,19.7,22.2
03-30-2013 0600,19.7,22.1
03-30-2013 0700,19.6,22
03-30-2013 0800,19.6,21.9
03-30-2013 0900,19.5,21.8
03-30-2013 1000,19.3,21.7
03-30-2013 1100,19.6,21.6
03-30-2013 1200,19.3,21.4
03-30-2013 1300,19.6,21.3
03-30-2013 1400,20.1,21.2
03-30-2013 1500,21,21.3
03-30-2013 1600,21.9,21.4
03-30-2013 1700,21,21.5
03-30-2013 1800,22.7,22
03-30-2013 1900,23,22.9
03-30-2013 2000,23,23.4
03-30-2013 2100,23,23.9
03-30-2013 2200,22.6,24.1
03-30-2013 2300,22.1,24.3
03-31-2013 0000,21.5,24.3
03-31-2013 0100,21,24
03-31-2013 0200,20.8,23.8
03-31-2013 0300,20.6,23.6
03-31-2013 0400,20.4,23.4
03-31-2013 0500,20.3,23.3
03-31-2013 0600,20.2,23.2
03-31-2013 0700,20.1,23
03-31-2013 0800,20.1,22.9
03-31-2013 0900,20,22.7
03-31-2013 1000,20.1,22.7
03-31-2013 1100,20.3,22.6
03-31-2013 1200,20.3,22.5
03-31-2013 1300,20.6,22.5
03-31-2013 1400,21,22.5
03-31-2013 1500,21.3,22.6
03-31-2013 1600,21.7,22.8
03-31-2013 1700,21.9,23.3
03-31-2013 1800,22.4,23.8
03-31-2013 1900,22.6,24.4
03-31-2013 2000,22.7,24.8
03-31-2013 2100,22.8,25.2
03-31-2013 2200,22.5,25.4
03-31-2013 2300,22.2,25.4
